ID,Title,Author,Year,Format,File
1,Aplikasi Teknologi,Manajemen Keuangan Pribadi dengan Metode Design Thinking,Faris Al Baihaqi,2022,PDF,ebook/Manajemen Keuangan Pribadi dengan Metode Design Thinking.pdf
